k141_123569_19	NCBI|WP_063856871.1|1|1|vanY-D|vanY-D|re-structuring_of_the_cell_wall|2|VANCOMYCIN|GLYCOPEPTIDE|transpeptidase-like_D-Ala-D-Ala_carboxypeptidase_VanY-D|AMR|glycopeptide	26.8	257	384	346	3.92e-16	77.8
k141_123569_19	NCBI|WP_109545033.1|1|1|vanY-D|vanY-D|re-structuring_of_the_cell_wall|2|VANCOMYCIN|GLYCOPEPTIDE|transpeptidase-like_D-Ala-D-Ala_carboxypeptidase_VanY-D|AMR|glycopeptide	26.8	257	384	355	1.48e-14	73.2
k141_123569_19	megares|MEG_7602|Drugs|Glycopeptide|VanD-type_accessory_protein|VANYD_1	26.8	257	384	355	1.48e-14	73.2
k141_123569_19	SARG|ACM47285	26.8	257	384	363	1.55e-14	73.2
k141_123569_131	SARG|gb|WP_104671188.1|ARO:3003948|efrA	44.0	527	591	575	1.75e-139	416
k141_123569_131	SARG|gb|AAK76137.1|ARO:3000024|patA	32.7	560	591	564	1.12e-96	305
k141_123569_131	SARG|gb|ANZ79240.1|ARO:3004035|tetA(60)	30.9	554	591	579	3.68e-66	225
k141_123569_131	NCBI|WP_289811734.1|1|1|tetA(60)|tetA(60)||2|TETRACYCLINE|TETRACYCLINE|tetracycline_efflux_ABC_transporter_Tet(60)_subunit_A|AMR|tetracycline	30.5	554	591	579	9.98e-65	221
k141_123569_131	SARG|gb|AAK76136.1|ARO:3000025|patB	28.5	565	591	588	1.20e-63	218
k141_123569_131	SARG|gb|AYV52072.1|ARO:3002882|lmrD	28.4	564	591	664	8.98e-62	215
k141_123569_131	SARG|gb|AAC74000.1|ARO:3003950|msbA	29.1	505	591	582	3.87e-60	209
k141_123569_131	SARG|gb|AET10444.1|ARO:3004032|tetA(46)	29.6	540	591	574	3.21e-58	203
k141_123569_131	SARG|gb|CDO61516.1|ARO:3003949|efrB	35.3	337	591	362	7.62e-56	191
k141_123569_131	SARG|gi|748767925|ref|WP_040019608.1|	32.6	362	591	623	8.73e-54	192
k141_123569_132	SARG|gb|AAK76136.1|ARO:3000025|patB	35.4	584	599	588	7.05e-116	356
k141_123569_132	SARG|gb|AYV52072.1|ARO:3002882|lmrD	36.3	498	599	664	4.00e-103	325
k141_123569_132	SARG|gb|CDO61516.1|ARO:3003949|efrB	48.6	348	599	362	1.01e-98	304
k141_123569_132	NCBI|WP_289811733.1|1|1|tetB(60)|tetB(60)||2|TETRACYCLINE|TETRACYCLINE|tetracycline_efflux_ABC_transporter_Tet(60)_subunit_B|AMR|tetracycline	33.0	585	599	579	6.69e-94	298
k141_123569_132	SARG|gi|928900436|ref|WP_053931243.1|	32.0	596	599	600	6.27e-93	296
k141_123569_132	SARG|gi|664579989|ref|WP_031094015.1|	32.0	596	599	601	6.43e-93	296
k141_123569_132	SARG|gi|772774655|ref|WP_045322518.1|	32.8	589	599	620	4.01e-92	295
k141_123569_132	SARG|gi|917127754|ref|WP_051734466.1|	32.8	589	599	620	5.62e-92	295
k141_123569_132	SARG|gi|695842130|ref|WP_032755430.1|	31.7	574	599	603	1.01e-91	293
k141_123569_132	SARG|gi|948137056|ref|WP_056795395.1|	30.8	590	599	602	1.39e-91	293
k141_123569_156	SARG|gi|542061059|gb|ERI11611.1|	35.5	228	317	316	1.96e-38	137
k141_123569_156	SARG|ZP_04081918	32.5	268	317	306	2.18e-38	137
k141_123569_156	SARG|gi|445996710|ref|WP_000074565.1|	36.8	231	317	309	2.34e-38	137
k141_123569_156	SARG|gi|445996719|ref|WP_000074574.1|	36.8	234	317	309	6.41e-38	135
k141_123569_156	SARG|gi|447195835|ref|WP_001273091.1|	35.1	271	317	306	8.39e-38	135
k141_123569_156	SARG|gi|445996729|ref|WP_000074584.1|	36.8	234	317	309	1.76e-37	134
k141_123569_156	SARG|P42332	36.4	231	317	306	2.30e-37	134
k141_123569_156	megares|MEG_1213|Drugs|Bacitracin|Bacitracin_ABC_transporter|BCRA_1	36.4	231	317	306	2.30e-37	134
k141_123569_156	SARG|gi|447195836|ref|WP_001273092.1|	34.7	271	317	306	2.30e-37	134
k141_123569_156	SARG|gi|895736250|emb|COF64653.1|	35.3	235	317	309	2.46e-37	134
