k141_56175_24	NCBI|WP_063856732.1|1|1|vanS-G|vanS-G|re-structuring_of_the_cell_wall|2|VANCOMYCIN|GLYCOPEPTIDE|glycopeptide_resistance_histidine_kinase_VanS-G|AMR|glycopeptide	32.0	231	387	367	1.71e-25	105
k141_56175_24	NCBI|WP_021418927.1|1|1|vanS-G|vanS-G|re-structuring_of_the_cell_wall|2|VANCOMYCIN|GLYCOPEPTIDE|glycopeptide_resistance_histidine_kinase_VanS-G|AMR|glycopeptide	32.0	231	387	368	1.73e-25	105
k141_56175_24	NCBI|WP_063856734.1|1|1|vanS-E|vanS-E|re-structuring_of_the_cell_wall|2|VANCOMYCIN|GLYCOPEPTIDE|glycopeptide_resistance_histidine_kinase_VanS-E|AMR|glycopeptide	30.7	215	387	357	2.81e-25	104
k141_56175_24	megares|MEG_7511|Drugs|Glycopeptide|VanE-type_regulator|VANSE_1	30.7	215	387	357	2.81e-25	104
k141_56175_24	NCBI|WP_006285582.1|1|1|vanS-F|vanS-F|re-structuring_of_the_cell_wall|2|VANCOMYCIN|GLYCOPEPTIDE|glycopeptide_resistance_histidine_kinase_VanS-F|AMR|glycopeptide	33.2	229	387	365	2.06e-24	102
k141_56175_24	NCBI|AXB64455.1|1|1|vanS-Cd|vanS-Cd|re-structuring_of_the_cell_wall|1|VANCOMYCIN|GLYCOPEPTIDE|VanG-Cd-type_glycopeptide_resistance_histidine_kinase_VanS|AMR|glycopeptide	29.6	223	387	380	6.29e-24	100
k141_56175_24	megares|MEG_7498|Drugs|Glycopeptide|VanC-type_regulator|VANSC_1	29.6	223	387	380	6.29e-24	100
k141_56175_24	NCBI|WP_023042297.1|1|1|vanS-D|vanS-D|re-structuring_of_the_cell_wall|2|VANCOMYCIN|GLYCOPEPTIDE|glycopeptide_resistance_histidine_kinase_VanS-D|AMR|glycopeptide	29.5	241	387	381	8.68e-24	100
k141_56175_24	megares|MEG_7509|Drugs|Glycopeptide|VanD-type_regulator|VANSD_1	29.5	241	387	381	8.68e-24	100
k141_56175_24	NCBI|WP_063856748.1|1|1|vanS-M|vanS-M|re-structuring_of_the_cell_wall|2|VANCOMYCIN|GLYCOPEPTIDE|glycopeptide_resistance_histidine_kinase_VanS-M|AMR|glycopeptide	31.5	222	387	370	1.04e-23	100
k141_56175_25	NCBI|WP_006285581.1|1|1|vanR-F|vanR-F|re-structuring_of_the_cell_wall|2|VANCOMYCIN|GLYCOPEPTIDE|glycopeptide_resistance_response_regulator_transcription_factor_VanR-F|AMR|glycopeptide	46.7	227	233	231	1.09e-63	197
k141_56175_25	NCBI|WP_021418928.1|1|1|vanR-G|vanR-G|re-structuring_of_the_cell_wall|2|VANCOMYCIN|GLYCOPEPTIDE|glycopeptide_resistance_response_regulator_transcription_factor_VanR-G|AMR|glycopeptide	40.9	237	233	235	1.04e-59	187
k141_56175_25	NCBI|WP_011461303.1|1|1|vanR-I|vanR-I|re-structuring_of_the_cell_wall|2|VANCOMYCIN|GLYCOPEPTIDE|glycopeptide_resistance_response_regulator_transcription_factor_VanR-I|AMR|glycopeptide	41.2	233	233	232	1.23e-57	181
k141_56175_25	megares|MEG_7482|Drugs|Glycopeptide|VanL-type_regulator|VANRI_1	40.8	233	233	232	3.49e-57	180
